Entity,Code,Day,total_vaccinations
Connecticut,,2021-01-23,306796
Connecticut,,2021-01-24,321737
Connecticut,,2021-01-25,331264
Connecticut,,2021-01-26,342643
Connecticut,,2021-01-27,360991
Connecticut,,2021-01-28,381160
Connecticut,,2021-01-29,403370
Connecticut,,2021-01-30,421191
Connecticut,,2021-01-31,436842
Connecticut,,2021-02-01,449253
Connecticut,,2021-02-02,456090
Connecticut,,2021-02-03,465008
Connecticut,,2021-02-04,481826
Connecticut,,2021-02-05,502347
Connecticut,,2021-02-06,519400
Connecticut,,2021-02-07,533941
Connecticut,,2021-02-08,542414
Connecticut,,2021-02-09,554322
Connecticut,,2021-02-10,574750
Connecticut,,2021-02-11,600249
Connecticut,,2021-02-12,626678
Connecticut,,2021-02-13,654766
Connecticut,,2021-02-14,674704
Connecticut,,2021-02-16,711142
Connecticut,,2021-02-17,738191
Connecticut,,2021-02-18,767183
Connecticut,,2021-02-19,822615
Connecticut,,2021-02-20,847820
Connecticut,,2021-02-21,860534
Connecticut,,2021-02-22,882777
Connecticut,,2021-02-23,892882
Connecticut,,2021-02-24,912033
Connecticut,,2021-02-25,925946
Connecticut,,2021-02-26,954153
Connecticut,,2021-02-27,980211
Connecticut,,2021-02-28,1004467
Connecticut,,2021-03-01,1031305
Connecticut,,2021-03-02,1040154
Connecticut,,2021-03-03,1061375
Connecticut,,2021-03-04,1087313
Connecticut,,2021-03-05,1121517
Connecticut,,2021-03-06,1157114
Connecticut,,2021-03-07,1195617
Connecticut,,2021-03-08,1228865
Connecticut,,2021-03-09,1245687
Connecticut,,2021-03-10,1272581
Connecticut,,2021-03-11,1304302
Connecticut,,2021-03-12,1345350
Connecticut,,2021-03-13,1411525
Connecticut,,2021-03-14,1411532
Connecticut,,2021-03-15,1442439
Connecticut,,2021-03-16,1460334
Connecticut,,2021-03-17,1483587
Connecticut,,2021-03-18,1514945
Connecticut,,2021-03-19,1551481
Connecticut,,2021-03-20,1586484
Connecticut,,2021-03-21,1623090
Connecticut,,2021-03-22,1658338
Connecticut,,2021-03-23,1676905
Connecticut,,2021-03-24,1701298
Connecticut,,2021-03-25,1737160
Connecticut,,2021-03-26,1774045
Connecticut,,2021-03-27,1813854
Connecticut,,2021-03-28,1854289
Connecticut,,2021-03-29,1891603
Connecticut,,2021-03-30,1924605
Connecticut,,2021-03-31,1954259
Connecticut,,2021-04-01,1992899
Connecticut,,2021-04-02,2035542
Connecticut,,2021-04-03,2092230
Connecticut,,2021-04-04,2138503
Connecticut,,2021-04-05,2178710
Connecticut,,2021-04-06,2186180
Connecticut,,2021-04-07,2227005
Connecticut,,2021-04-08,2279517
Connecticut,,2021-04-09,2340942
Connecticut,,2021-04-10,2391842
Connecticut,,2021-04-11,2451693
Connecticut,,2021-04-12,2498626
Connecticut,,2021-04-13,2531669
Connecticut,,2021-04-14,2572005
Connecticut,,2021-04-15,2612551
Connecticut,,2021-04-16,2671509
Connecticut,,2021-04-17,2720972
Connecticut,,2021-04-18,2770457
Connecticut,,2021-04-19,2808703
Connecticut,,2021-04-20,2834601
Connecticut,,2021-04-21,2870146
Connecticut,,2021-04-22,2913574
Connecticut,,2021-04-23,2957181
Connecticut,,2021-04-24,3006976
Connecticut,,2021-04-25,3056088
Delaware,,2021-01-12,26410
Delaware,,2021-01-13,28413
Delaware,,2021-01-14,31090
Delaware,,2021-01-15,31090
Delaware,,2021-01-19,42557
Delaware,,2021-01-20,45640
Delaware,,2021-01-21,49369
Delaware,,2021-01-22,54257
Delaware,,2021-01-23,60023
Delaware,,2021-01-24,64186
Delaware,,2021-01-25,66914
Delaware,,2021-01-26,68507
Delaware,,2021-01-27,77449
Delaware,,2021-01-28,82289
Delaware,,2021-01-29,87300
Delaware,,2021-01-30,92509
Delaware,,2021-01-31,99954
Delaware,,2021-02-01,102697
Delaware,,2021-02-02,103770
Delaware,,2021-02-03,107544
Delaware,,2021-02-04,110784
Delaware,,2021-02-05,114226
Delaware,,2021-02-06,118475
Delaware,,2021-02-07,123428
Delaware,,2021-02-08,126650
Delaware,,2021-02-09,127523
Delaware,,2021-02-10,130116
Delaware,,2021-02-11,133370
Delaware,,2021-02-12,136591
Delaware,,2021-02-13,142103
Delaware,,2021-02-14,146437
Delaware,,2021-02-16,152387
Delaware,,2021-02-17,155111
Delaware,,2021-02-18,159845
Delaware,,2021-02-19,175305
Delaware,,2021-02-20,180600
Delaware,,2021-02-21,180940
Delaware,,2021-02-22,183901
Delaware,,2021-02-23,186619
Delaware,,2021-02-24,189836
Delaware,,2021-02-25,195534
Delaware,,2021-02-26,203745
Delaware,,2021-02-27,212739
Delaware,,2021-02-28,219312
Delaware,,2021-03-01,225374
Delaware,,2021-03-02,225417
Delaware,,2021-03-03,237669
Delaware,,2021-03-04,246194
Delaware,,2021-03-05,255036
Delaware,,2021-03-06,264601
Delaware,,2021-03-07,275467
Delaware,,2021-03-08,280674
Delaware,,2021-03-09,285101
Delaware,,2021-03-10,285262
Delaware,,2021-03-11,299695
Delaware,,2021-03-12,307982
Delaware,,2021-03-13,317790
Delaware,,2021-03-14,317790
Delaware,,2021-03-15,333896
Delaware,,2021-03-16,338429
Delaware,,2021-03-17,346179
Delaware,,2021-03-18,354571
Delaware,,2021-03-19,362023
Delaware,,2021-03-20,372165
Delaware,,2021-03-21,382342
Delaware,,2021-03-22,389157
Delaware,,2021-03-23,389157
Delaware,,2021-03-24,397204
Delaware,,2021-03-25,406635
Delaware,,2021-03-26,417566
Delaware,,2021-03-27,428136
Delaware,,2021-03-28,438768
Delaware,,2021-03-29,447568
Delaware,,2021-03-30,453447
Delaware,,2021-03-31,463476
Delaware,,2021-04-01,473912
Delaware,,2021-04-02,485988
Delaware,,2021-04-03,498720
Delaware,,2021-04-04,508590
Delaware,,2021-04-05,516432
Delaware,,2021-04-06,519065
Delaware,,2021-04-07,528053
Delaware,,2021-04-08,536623
Delaware,,2021-04-09,549853
Delaware,,2021-04-10,561531
Delaware,,2021-04-11,576112
Delaware,,2021-04-12,582422
Delaware,,2021-04-13,587884
Delaware,,2021-04-14,599682
Delaware,,2021-04-15,612195
Delaware,,2021-04-16,625694
Delaware,,2021-04-17,637222
Delaware,,2021-04-18,648557
Delaware,,2021-04-19,657111
Delaware,,2021-04-20,662401
Delaware,,2021-04-21,672471
Delaware,,2021-04-22,682998
Delaware,,2021-04-23,694722
Delaware,,2021-04-24,704986
Delaware,,2021-04-25,717216
Dept of Defense,,2021-01-12,139439
Dept of Defense,,2021-01-13,139993
Dept of Defense,,2021-01-14,179724
Dept of Defense,,2021-01-15,201485
Dept of Defense,,2021-01-19,254778
Dept of Defense,,2021-01-20,256867
Dept of Defense,,2021-01-21,274473
Dept of Defense,,2021-01-22,292490
Dept of Defense,,2021-01-23,311567
Dept of Defense,,2021-01-24,336450
Dept of Defense,,2021-01-25,346180
Dept of Defense,,2021-01-26,346180
Dept of Defense,,2021-01-27,366010
Dept of Defense,,2021-01-28,389927
Dept of Defense,,2021-01-29,415720
Dept of Defense,,2021-01-30,449958
Dept of Defense,,2021-01-31,481172
Dept of Defense,,2021-02-01,485125
Dept of Defense,,2021-02-02,490377
Dept of Defense,,2021-02-03,508965
Dept of Defense,,2021-02-04,530849
Dept of Defense,,2021-02-05,559379
Dept of Defense,,2021-02-06,588731
Dept of Defense,,2021-02-07,621487
Dept of Defense,,2021-02-08,632927
Dept of Defense,,2021-02-09,637359
Dept of Defense,,2021-02-10,657414
Dept of Defense,,2021-02-11,679431
Dept of Defense,,2021-02-12,701736
Dept of Defense,,2021-02-13,726338
Dept of Defense,,2021-02-14,751746
Dept of Defense,,2021-02-16,754935
Dept of Defense,,2021-02-17,759117
Dept of Defense,,2021-02-18,791494
Dept of Defense,,2021-02-19,810065
Dept of Defense,,2021-02-20,830843
Dept of Defense,,2021-02-21,854728
Dept of Defense,,2021-02-22,865896
Dept of Defense,,2021-02-23,868322
Dept of Defense,,2021-02-24,887011
Dept of Defense,,2021-02-25,907189
Dept of Defense,,2021-02-26,928797
Dept of Defense,,2021-02-27,957910
Dept of Defense,,2021-02-28,992748
Dept of Defense,,2021-03-01,995054
Dept of Defense,,2021-03-02,996120
Dept of Defense,,2021-03-03,1017839
Dept of Defense,,2021-03-04,1039783
Dept of Defense,,2021-03-05,1065268
Dept of Defense,,2021-03-06,1094565
Dept of Defense,,2021-03-07,1130833
Dept of Defense,,2021-03-08,1141841
Dept of Defense,,2021-03-09,1320734
Dept of Defense,,2021-03-10,1343861
Dept of Defense,,2021-03-11,1374234
Dept of Defense,,2021-03-12,1403967
Dept of Defense,,2021-03-13,1439663
Dept of Defense,,2021-03-14,1439663
Dept of Defense,,2021-03-15,1495339
Dept of Defense,,2021-03-16,1506702
Dept of Defense,,2021-03-17,1531345
Dept of Defense,,2021-03-18,1562724
Dept of Defense,,2021-03-19,1593498
Dept of Defense,,2021-03-20,1630049
Dept of Defense,,2021-03-21,1673652
Dept of Defense,,2021-03-22,1679133
Dept of Defense,,2021-03-23,1682536
Dept of Defense,,2021-03-24,1694545
Dept of Defense,,2021-03-25,1712296
Dept of Defense,,2021-03-26,1785851
Dept of Defense,,2021-03-27,1827620
Dept of Defense,,2021-03-28,1873990
Dept of Defense,,2021-03-29,1886141
Dept of Defense,,2021-03-30,1895711
Dept of Defense,,2021-03-31,1926592
Dept of Defense,,2021-04-01,1960861
Dept of Defense,,2021-04-02,1993503
Dept of Defense,,2021-04-03,2037354
Dept of Defense,,2021-04-04,2082199
Dept of Defense,,2021-04-05,2093049
Dept of Defense,,2021-04-06,2100674
Dept of Defense,,2021-04-07,2127971
Dept of Defense,,2021-04-08,2167093
Dept of Defense,,2021-04-09,2202664
Dept of Defense,,2021-04-10,2251636
Dept of Defense,,2021-04-11,2309348
Dept of Defense,,2021-04-12,2327881
Dept of Defense,,2021-04-13,2343681
Dept of Defense,,2021-04-14,2378801
Dept of Defense,,2021-04-15,2419476
Dept of Defense,,2021-04-16,2453989
Dept of Defense,,2021-04-17,2498249
Dept of Defense,,2021-04-18,2547655
Dept of Defense,,2021-04-19,2575228
Dept of Defense,,2021-04-20,2585082
Dept of Defense,,2021-04-21,2613336
Dept of Defense,,2021-04-22,2645560
Dept of Defense,,2021-04-23,2678875
Dept of Defense,,2021-04-24,2723895
Dept of Defense,,2021-04-25,2772590
District of Columbia,,2021-01-12,29812
District of Columbia,,2021-01-13,33049
District of Columbia,,2021-01-14,36679
District of Columbia,,2021-01-15,39934
District of Columbia,,2021-01-19,49988
District of Columbia,,2021-01-20,51733
District of Columbia,,2021-01-21,55108
District of Columbia,,2021-01-22,56864
District of Columbia,,2021-01-23,59793
District of Columbia,,2021-01-24,62391
District of Columbia,,2021-01-25,64194
District of Columbia,,2021-01-26,64748
District of Columbia,,2021-01-27,68086
District of Columbia,,2021-01-28,70839
District of Columbia,,2021-01-29,73328
District of Columbia,,2021-01-30,76672
District of Columbia,,2021-01-31,80526
District of Columbia,,2021-02-01,82519
District of Columbia,,2021-02-02,83553
District of Columbia,,2021-02-03,85065
District of Columbia,,2021-02-04,94095
District of Columbia,,2021-02-05,98862
District of Columbia,,2021-02-06,102031
District of Columbia,,2021-02-07,105819
District of Columbia,,2021-02-08,108475
District of Columbia,,2021-02-09,108475
District of Columbia,,2021-02-10,108475
District of Columbia,,2021-02-11,111720
District of Columbia,,2021-02-12,114110
District of Columbia,,2021-02-13,116261
District of Columbia,,2021-02-14,121313
District of Columbia,,2021-02-16,126500
District of Columbia,,2021-02-17,128460
District of Columbia,,2021-02-18,130437
District of Columbia,,2021-02-19,157111
District of Columbia,,2021-02-20,159640
District of Columbia,,2021-02-21,162674
District of Columbia,,2021-02-22,164207
District of Columbia,,2021-02-23,166724
District of Columbia,,2021-02-24,170343
District of Columbia,,2021-02-25,173030
District of Columbia,,2021-02-26,176044
District of Columbia,,2021-02-27,184748
District of Columbia,,2021-02-28,194746
District of Columbia,,2021-03-01,198047
District of Columbia,,2021-03-02,199212
District of Columbia,,2021-03-03,202090
District of Columbia,,2021-03-04,207421
District of Columbia,,2021-03-05,211736
District of Columbia,,2021-03-06,220634
District of Columbia,,2021-03-07,225875
District of Columbia,,2021-03-08,230110
District of Columbia,,2021-03-09,232666
District of Columbia,,2021-03-10,238189
District of Columbia,,2021-03-11,244060
District of Columbia,,2021-03-12,250090
District of Columbia,,2021-03-13,256529
District of Columbia,,2021-03-14,264499
District of Columbia,,2021-03-15,271191
District of Columbia,,2021-03-16,274424
District of Columbia,,2021-03-17,281538
District of Columbia,,2021-03-18,285546
District of Columbia,,2021-03-19,291022
District of Columbia,,2021-03-20,296647
District of Columbia,,2021-03-21,302692
District of Columbia,,2021-03-22,306996
District of Columbia,,2021-03-23,309362
District of Columbia,,2021-03-24,313341
District of Columbia,,2021-03-25,320173
District of Columbia,,2021-03-26,327007
District of Columbia,,2021-03-27,334783
District of Columbia,,2021-03-28,344954
District of Columbia,,2021-03-29,353718
District of Columbia,,2021-03-30,359065
District of Columbia,,2021-03-31,374297
District of Columbia,,2021-04-01,381345
District of Columbia,,2021-04-02,388617
District of Columbia,,2021-04-03,396885
District of Columbia,,2021-04-04,403560
District of Columbia,,2021-04-05,407352
District of Columbia,,2021-04-06,412388
District of Columbia,,2021-04-07,413125
District of Columbia,,2021-04-08,426808
District of Columbia,,2021-04-09,434907
District of Columbia,,2021-04-10,445289
District of Columbia,,2021-04-11,454034
District of Columbia,,2021-04-12,462553
District of Columbia,,2021-04-13,466580
District of Columbia,,2021-04-14,471911
District of Columbia,,2021-04-15,481913
District of Columbia,,2021-04-16,491109
District of Columbia,,2021-04-17,500879
District of Columbia,,2021-04-18,511693
District of Columbia,,2021-04-19,521527
District of Columbia,,2021-04-20,525165
District of Columbia,,2021-04-21,532219
District of Columbia,,2021-04-22,539240
District of Columbia,,2021-04-23,548808
District of Columbia,,2021-04-24,558290
District of Columbia,,2021-04-25,568011
Federated States of Micronesia,,2021-01-12,424
Federated States of Micronesia,,2021-01-13,565
Federated States of Micronesia,,2021-01-14,605
Federated States of Micronesia,,2021-01-15,694
Federated States of Micronesia,,2021-01-19,1436
Federated States of Micronesia,,2021-01-20,1756
Federated States of Micronesia,,2021-01-21,2087
Federated States of Micronesia,,2021-01-22,2514
Federated States of Micronesia,,2021-01-23,2752
Federated States of Micronesia,,2021-01-24,2752
Federated States of Micronesia,,2021-01-25,2758
Federated States of Micronesia,,2021-01-26,2977
Federated States of Micronesia,,2021-01-27,3241
Federated States of Micronesia,,2021-01-28,3502
Federated States of Micronesia,,2021-01-29,3965
Federated States of Micronesia,,2021-01-30,3965
Federated States of Micronesia,,2021-01-31,3965
Federated States of Micronesia,,2021-02-01,5110
Federated States of Micronesia,,2021-02-02,5726
Federated States of Micronesia,,2021-02-03,6254
Federated States of Micronesia,,2021-02-04,6699
Federated States of Micronesia,,2021-02-05,7005
Federated States of Micronesia,,2021-02-06,7335
Federated States of Micronesia,,2021-02-07,7415
Federated States of Micronesia,,2021-02-08,7449
Federated States of Micronesia,,2021-02-09,7725
Federated States of Micronesia,,2021-02-10,8017
Federated States of Micronesia,,2021-02-11,8365
Federated States of Micronesia,,2021-02-12,8751
Federated States of Micronesia,,2021-02-13,9230
Federated States of Micronesia,,2021-02-14,9415
Federated States of Micronesia,,2021-02-16,9980
Federated States of Micronesia,,2021-02-17,10603
Federated States of Micronesia,,2021-02-18,11119
Federated States of Micronesia,,2021-02-19,11590
Federated States of Micronesia,,2021-02-20,11590
Federated States of Micronesia,,2021-02-21,12196
Federated States of Micronesia,,2021-02-22,12196
Federated States of Micronesia,,2021-02-23,12196
Federated States of Micronesia,,2021-02-24,12999
Federated States of Micronesia,,2021-02-25,13320
Federated States of Micronesia,,2021-02-26,13819
Federated States of Micronesia,,2021-02-27,14317
Federated States of Micronesia,,2021-02-28,14715
Federated States of Micronesia,,2021-03-01,15022
Federated States of Micronesia,,2021-03-02,15705
Federated States of Micronesia,,2021-03-03,16189
Federated States of Micronesia,,2021-03-04,16578
Federated States of Micronesia,,2021-03-05,17098
Federated States of Micronesia,,2021-03-06,17624
Federated States of Micronesia,,2021-03-07,17745
Federated States of Micronesia,,2021-03-08,17745
Federated States of Micronesia,,2021-03-09,18133
Federated States of Micronesia,,2021-03-10,18423
Federated States of Micronesia,,2021-03-11,18689
Federated States of Micronesia,,2021-03-12,19086
Federated States of Micronesia,,2021-03-13,19580
Federated States of Micronesia,,2021-03-14,19796
Federated States of Micronesia,,2021-03-15,19841
Federated States of Micronesia,,2021-03-16,20450
Federated States of Micronesia,,2021-03-17,20882
Federated States of Micronesia,,2021-03-18,20882
Federated States of Micronesia,,2021-03-19,21624
Federated States of Micronesia,,2021-03-20,22129
Federated States of Micronesia,,2021-03-21,22217
Federated States of Micronesia,,2021-03-22,22255
Federated States of Micronesia,,2021-03-23,22488
Federated States of Micronesia,,2021-03-24,22767
Federated States of Micronesia,,2021-03-25,23026
Federated States of Micronesia,,2021-03-26,23460
Federated States of Micronesia,,2021-03-27,23778
Federated States of Micronesia,,2021-03-28,23908
Federated States of Micronesia,,2021-03-29,24114
Federated States of Micronesia,,2021-03-30,24538
Federated States of Micronesia,,2021-03-31,24992
Federated States of Micronesia,,2021-04-01,25176
Federated States of Micronesia,,2021-04-02,25176
Federated States of Micronesia,,2021-04-03,25404
Federated States of Micronesia,,2021-04-04,25404
Federated States of Micronesia,,2021-04-05,25679
Federated States of Micronesia,,2021-04-06,25985
Federated States of Micronesia,,2021-04-07,26481
Federated States of Micronesia,,2021-04-08,26726
Federated States of Micronesia,,2021-04-09,26726
Federated States of Micronesia,,2021-04-10,27360
Federated States of Micronesia,,2021-04-11,27360
Federated States of Micronesia,,2021-04-12,27527
Federated States of Micronesia,,2021-04-13,27964
Federated States of Micronesia,,2021-04-14,28337
Federated States of Micronesia,,2021-04-15,28337
Federated States of Micronesia,,2021-04-16,28976
Federated States of Micronesia,,2021-04-17,29412
Federated States of Micronesia,,2021-04-18,29412
Federated States of Micronesia,,2021-04-19,29846
Federated States of Micronesia,,2021-04-20,30250
Federated States of Micronesia,,2021-04-21,30250
Federated States of Micronesia,,2021-04-22,30250
Federated States of Micronesia,,2021-04-23,31220
Federated States of Micronesia,,2021-04-24,31220
Federated States of Micronesia,,2021-04-25,31220
Florida,,2021-01-12,633440
Florida,,2021-01-13,705398
Florida,,2021-01-14,774485
Florida,,2021-01-15,853081
Florida,,2021-01-19,1174685
Florida,,2021-01-20,1239975
Florida,,2021-01-21,1239975
Florida,,2021-01-22,1314377
Florida,,2021-01-23,1489003
Florida,,2021-01-24,1544794
Florida,,2021-01-25,1544794
Florida,,2021-01-26,1575490
Florida,,2021-01-27,1632491
Florida,,2021-01-28,1707251
Florida,,2021-01-29,1796246
Florida,,2021-01-30,1890198
Florida,,2021-01-31,1959626
Florida,,2021-02-01,2005378
Florida,,2021-02-02,2048143
Florida,,2021-02-03,2133168
Florida,,2021-02-04,2223754
Florida,,2021-02-05,2260744
Florida,,2021-02-06,2385839
Florida,,2021-02-07,2607527
Florida,,2021-02-08,2607527
Florida,,2021-02-09,2731300
Florida,,2021-02-10,2835535
Florida,,2021-02-11,2957730
Florida,,2021-02-12,3216044
Florida,,2021-02-13,3351430
Florida,,2021-02-14,3467856
Florida,,2021-02-16,3598996
Florida,,2021-02-17,3702569
Florida,,2021-02-18,3819224
Florida,,2021-02-19,4198451
Florida,,2021-02-20,4205898
Florida,,2021-02-21,4387051
Florida,,2021-02-22,4390626
Florida,,2021-02-23,4406005
Florida,,2021-02-24,4502702
Florida,,2021-02-25,4605201
Florida,,2021-02-26,4704530
Florida,,2021-02-27,4822353
Florida,,2021-02-28,5044420
Florida,,2021-03-01,5047960
Florida,,2021-03-02,5077891
Florida,,2021-03-03,5167346
Florida,,2021-03-04,5314200
Florida,,2021-03-05,5448653
Florida,,2021-03-06,5688357
Florida,,2021-03-07,5900450
Florida,,2021-03-08,5904827
Florida,,2021-03-09,5961421
Florida,,2021-03-10,6070173
Florida,,2021-03-11,6332072
Florida,,2021-03-12,6613352
Florida,,2021-03-13,7007792
Florida,,2021-03-14,7108286
Florida,,2021-03-15,7116355
Florida,,2021-03-16,7197889
Florida,,2021-03-17,7332554
Florida,,2021-03-18,7522691
Florida,,2021-03-19,7684142
Florida,,2021-03-20,7977789
Florida,,2021-03-21,8186888
Florida,,2021-03-22,8191294
Florida,,2021-03-23,8250717
Florida,,2021-03-24,8396727
Florida,,2021-03-25,8603007
Florida,,2021-03-26,8811431
Florida,,2021-03-27,9028641
Florida,,2021-03-28,9271008
Florida,,2021-03-29,9276711
Florida,,2021-03-30,9405368
Florida,,2021-03-31,9563326
Florida,,2021-04-01,9781739
Florida,,2021-04-02,9988150
Florida,,2021-04-03,10204039
Florida,,2021-04-04,10565844
Florida,,2021-04-05,10567292
Florida,,2021-04-06,10645680
Florida,,2021-04-07,10806283
Florida,,2021-04-08,11101262
Florida,,2021-04-09,11367878
Florida,,2021-04-10,11639845
Florida,,2021-04-11,11912259
Florida,,2021-04-12,12083514
Florida,,2021-04-13,12188472
